5 6 1 0 320       0.00000       0.00000
7 8 1 0 320       0.00000       0.00000
9 10 1 0 320       0.00000       0.00000
11 12 1 0 320       0.00000       0.00000
13 14 1 0 320       0.00000       0.00000
15 16 1 0 320       0.00000       0.00000
17 18 1 0 320       0.00000       0.00000
19 20 1 0 320       0.00000       0.00000
21 22 1 0 320       0.00000       0.00000
23 24 1 0 320       0.00000       0.00000
25 26 1 0 320       0.00000       0.00000
27 28 1 0 320       0.00000       0.00000
29 30 1 0 320       0.00000       0.00000
31 32 1 0 320       0.00000       0.00000
33 34 1 0 320       0.00000       0.00000
35 36 1 0 320       0.00000       0.00000
37 38 1 0 320       0.00000       0.00000
39 40 1 0 320       0.00000       0.00000
41 42 1 0 320       0.00000       0.00000
43 44 1 0 320       0.00000       0.00000
45 46 1 0 320       0.00000       0.00000
47 48 1 0 320       0.00000       0.00000
49 50 1 0 320       0.00000       0.00000
51 52 1 0 320       0.00000       0.00000
53 54 1 0 320       0.00000       0.00000
55 56 1 0 320       0.00000       0.00000
57 58 1 0 320       0.00000       0.00000
59 60 1 0 320       0.00000       0.00000
61 62 1 0 320       0.00000       0.00000
63 64 1 0 320       0.00000       0.00000
65 66 1 0 320       0.00000       0.00000
67 68 1 0 320       0.00000       0.00000
69 70 1 0 320       0.00000       0.00000
71 72 1 0 320       0.00000       0.00000
73 74 1 0 320       0.00000       0.00000
75 76 1 0 320       0.00000       0.00000
77 78 1 0 320       0.00000       0.00000
79 80 1 0 320       0.00000       0.00000
81 82 1 0 320       0.00000       0.00000
83 84 1 0 320       0.00000       0.00000
85 86 1 0 320       0.00000       0.00000
87 88 1 0 320       0.00000       0.00000
89 90 1 0 320       0.00000       0.00000
91 92 1 0 320       0.00000       0.00000
93 94 1 0 320       0.00000       0.00000
95 96 1 0 320       0.00000       0.00000
97 98 1 0 320       0.00000       0.00000
99 100 1 0 320       0.00000       0.00000
101 102 1 0 320       0.00000       0.00000
103 104 1 0 320       0.00000       0.00000
105 106 1 0 320       0.00000       0.00000
107 108 1 0 320       0.00000       0.00000
109 110 1 0 320       0.00000       0.00000
111 112 1 0 320       0.00000       0.00000
113 114 1 0 320       0.00000       0.00000
115 116 1 0 320       0.00000       0.00000
117 118 1 0 320       0.00000       0.00000
119 120 1 0 320       0.00000       0.00000
121 122 1 0 320       0.00000       0.00000
123 124 1 0 320       0.00000       0.00000
125 126 1 0 320       0.00000       0.00000
127 128 1 0 320       0.00000       0.00000
129 130 1 0 320       0.00000       0.00000
131 132 1 0 320       0.00000       0.00000
133 134 1 0 320       0.00000       0.00000
135 136 1 0 320       0.00000       0.00000
137 138 1 0 320       0.00000       0.00000
139 140 1 0 320       0.00000       0.00000
141 142 1 0 320       0.00000       0.00000
143 144 1 0 320       0.00000       0.00000
145 146 1 0 320       0.00000       0.00000
147 148 1 0 320       0.00000       0.00000
149 150 1 0 320       0.00000       0.00000
151 152 1 0 320       0.00000       0.00000
153 154 1 0 320       0.00000       0.00000
155 156 1 0 320       0.00000       0.00000
157 158 1 0 320       0.00000       0.00000
159 160 1 0 320       0.00000       0.00000
161 162 1 0 320       0.00000       0.00000
163 164 1 0 320       0.00000       0.00000
165 166 1 0 320       0.00000       0.00000
167 168 1 0 320       0.00000       0.00000
169 170 1 0 320       0.00000       0.00000
171 172 1 0 320       0.00000       0.00000
173 174 1 0 320       0.00000       0.00000
175 176 1 0 320       0.00000       0.00000
177 178 1 0 320       0.00000       0.00000
179 180 1 0 320       0.00000       0.00000
181 182 1 0 320       0.00000       0.00000
183 184 1 0 320       0.00000       0.00000
185 186 1 0 320       0.00000       0.00000
187 188 1 0 320       0.00000       0.00000
189 190 1 0 320       0.00000       0.00000
191 192 1 0 320       0.00000       0.00000
193 194 1 0 320       0.00000       0.00000
195 196 1 0 320       0.00000       0.00000
197 198 1 0 320       0.00000       0.00000
199 200 1 0 320       0.00000       0.00000
201 202 1 0 320       0.00000       0.00000
203 204 1 0 320       0.00000       0.00000
205 206 1 0 320       0.00000       0.00000
207 208 1 0 320       0.00000       0.00000
209 210 1 0 320       0.00000       0.00000
211 212 1 0 320       0.00000       0.00000
213 214 1 0 320       0.00000       0.00000
215 216 1 0 320       0.00000       0.00000
217 218 1 0 320       0.00000       0.00000
219 220 1 0 320       0.00000       0.00000
221 222 1 0 320       0.00000       0.00000
223 224 1 0 320       0.00000       0.00000
225 226 1 0 320       0.00000       0.00000
227 228 1 0 320       0.00000       0.00000
229 230 1 0 320       0.00000       0.00000
231 232 1 0 320       0.00000       0.00000
233 234 1 0 320       0.00000       0.00000
235 236 1 0 320       0.00000       0.00000
